编号,城市,名称,星级,评分,价格,销量,省/市/区,坐标,简介,是否免费,具体地址,星级编码,经度,纬度
1509,海南,东山岭文化旅游区,4,0.6667210317659457,34.9,0.004420003083723082,海南·万宁,"110.427807,18.808458",奇峰巨壁雄峙南天，幽谷清泉逶迤绵长,0,海南省万宁市万城镇以东2公里处,0.5,110.427807,18.808458
1510,海南,宋氏祖居,1,0.7011357093665588,12.9,0.004111630775556355,海南·文昌,"110.877511,19.745748",生动翔实地再现了宋庆龄光辉的一生,0,海南省文昌市昌洒镇古路园村,0.75,110.877511,19.745748
1511,海南,大东海,4,0.7011357093665588,30.0,0.004008840006167446,海南·三亚,"109.531847,18.228007",沙滩、美景、美女，来这里让你大饱眼福,0,海南省三亚旅游区大东海游览区,0.0,109.531847,18.228007
1512,海南,亚龙湾国际玫瑰谷,1,0.7011357093665588,9.9,0.004008840006167446,海南·三亚·亚龙湾,"109.624309,18.24707",情迷玫瑰谷，浪漫花田间,0,海南省三亚市亚龙湾吉阳镇,0.0,109.624309,18.24707
1513,海南,七仙岭温泉国家森林公园,1,0.7011357093665588,45.0,0.003803258467389628,海南·保亭黎族苗族自治县,"109.703208,18.707732",集温泉、奇峰和热带田园风光于一体,0,海南省直辖县级行政单位保亭黎族苗族自治县,0.0,109.703208,18.707732
1514,海南,夜游三亚湾,1,0.7011357093665588,42.0,0.0037004676980007195,海南·三亚·三亚湾,"109.443598,18.293513",乘豪华游艇观赏三亚湾动人夜景,0,海南省三亚市三亚湾,0.0,109.443598,18.293513
1515,海南,东坡书院,3,0.7011357093665588,23.0,0.0037004676980007195,海南·儋州,"109.364016,19.746452",纪念苏居士而建立,0,海南省儋州市中和镇,0.0,109.364016,19.746452
1516,海南,亚马逊丛林水乐园,1,0.7011357093665588,65.0,0.003597676928611811,海南·三亚·三亚湾红树林度假世界,"109.500357,18.288905",三亚不只有海，还有亚马逊丛林水乐园,0,海南省三亚市市辖区凤凰路155号,0.0,109.500357,18.288905
1517,海南,呆呆岛,1,0.7011357093665588,130.0,0.0030837230816672667,海南·陵水黎族自治县,"109.971773,18.440176",海南十大浪漫景区之一,0,中国海南省陵水县南湾村,0.5,109.971773,18.440176
1518,海南,三亚凤凰岭海誓山盟景区,1,0.7011357093665588,19.7,0.0022613969265559957,海南·三亚,"109.542853,18.255356",三亚之巅，爱之圣地,0,三亚市凤凰路转狗岭路红沙隧道入口右侧150米,0.0,109.542853,18.255356
1519,海南,海口几度植物迷宫,1,0.7011357093665588,35.0,0.0022613969265559957,海南·海口·秀英区,"110.229922,19.982443","植物迷宫是迷宫文化与环境艺术的碰撞
植物迷宫盛行于欧洲
在世界各地几千年经久未衰
至今仍散发它独特的魅力。",0,海口市秀英区椰海大道与火山口大道交汇处9号农庄内几度植物迷宫,0.0,110.229922,19.982443
1520,海南,五指山大峡谷漂流,1,0.7011357093665588,145.0,0.0019530246183892686,海南·五指山·五指山热带雨林风景区,"109.612296,18.890766",感受大地欢歌，生命的激情,0,海南省五指山市五指山景区内,0.0,109.612296,18.890766
1521,海南,五公祠,3,0.7011357093665588,19.0,0.0019530246183892686,海南·海口·琼山区,"110.367468,20.012936",品味海南历史文化及中国书法之美,0,海南省海口市琼山区流芳路2号,0.75,110.367468,20.012936
1522,海南,博鳌亚洲论坛永久会址,4,0.8182114718723342,121.0,0.001747443079611451,海南·琼海,"110.583442,19.150239",博鳌亚洲论坛年会的永久性会址,0,海南省琼海市博鳌镇远洋大道1号东屿岛,0.75,110.583442,19.150239
1523,海南,椰田古寨,1,0.5758267677021128,10.0,0.00914837847561289,海南·陵水黎族自治县,"109.865679,18.432287",展示苗家文化风情的窗口,0,海南省陵水县英州镇椰田古寨景区,0.75,109.865679,18.432287
1524,海南,海口观澜湖火山温泉谷,1,0.7011357093665588,148.0,0.008942796936835072,海南·海口·秀英区,"110.32853,19.915395",汇集五大洲风格的火山岩矿物质温泉,0,海南省海口市秀英区观澜湖大道1号观澜湖国际高尔夫度假区（绕城高速和东线高速拐角处）,0.0,110.32853,19.915395
1525,海南,三亚半岭温泉,1,0.7011357093665588,98.0,0.00822326155111271,海南·三亚,"109.540407,18.334658",半岭温泉，养生休闲,0,海南省三亚市半岭温泉旅游区（绕城高速半岭温泉出口北200米）,0.75,109.540407,18.334658
1526,海南,三亚红色娘子军演艺公园,1,0.7011357093665588,188.0,0.007709307704168166,海南·三亚,"109.490639,18.340507",大型椰海实景演出，一场身临其境的影画传奇,0,三亚市天涯区槟榔河东侧红色娘子军演艺公园,0.0,109.490639,18.340507
1527,海南,浪漫天涯,1,0.7011357093665588,140.0,0.007709307704168166,海南·三亚,"109.525895,18.260569",极大地丰富了三亚旅游的内涵,0,吉阳区新风街299号美丽之冠,0.0,109.525895,18.260569
1528,海南,海口狂欢水世界主题公园,1,0.9394038239574446,68.0,0.007503726165390348,海南·海口·龙华区,"110.33407,19.923657",多种滑道等你来体验~,0,海南省海口市龙华区羊山大道63号（观澜湖新城内泰迪熊博物馆旁）,1.0,110.33407,19.923657
1529,海南,三亚骏达车技表演馆,3,0.0,118.0,0.007400935396001439,海南·三亚·三亚湾,"109.438431,18.30599",极度震撼 颠覆想像 夜游三亚 必看演出,0,海南省三亚市海榆西线凤凰派出所西侧,0.5,109.438431,18.30599
1530,海南,红树林探险王国童玩中心,1,0.7011357093665588,78.0,0.01859556584135363,海南·三亚·三亚湾,"109.49774,18.292451",一站式大型童玩综合体,0,海南省三亚市三亚湾凤凰路155号红树林度假世界亚马逊水乐园对面的会议中心2楼,0.75,109.49774,18.292451
1531,海南,三亚海上巴士观光,1,0.7011357093665588,72.0,0.006475818471501259,海南·三亚,"109.500415,18.244542",豪华游艇、直达景区、360°海上观景享受,0,三亚市天涯区凤凰岛国际邮轮联检中心行李房,1.0,109.500415,18.244542
1532,海南,三亚游艇出海,1,0.7011357093665588,141.0,0.006270236932723442,海南·三亚,"109.523785,18.236505",高端游艇出海 尊享品质旅游,0,三亚鹿回头广场公共游艇码头,0.75,109.523785,18.236505
1533,海南,富力红树湾湿地公园,4,0.7011357093665588,40.0,0.006064655393945624,海南·澄迈,"110.005676,19.89767",大自然互动教室,0,海南西线高速573公里三林出口,0.0,110.005676,19.89767
1534,海南,假日海滩,4,0.7011357093665588,239.0,0.00555070154700108,海南·海口·秀英区,"110.243993,20.042141",旅游者和海口市民休闲度假的去处,0,海南省海口市秀英区滨海西路,0.0,110.243993,20.042141
1535,湖北,武汉植物园,4,0.5455286796808351,32.8,0.005447910777612171,湖北·武汉·洪山区,"114.429279,30.550832",春天里的欧洲花园,0,湖北省武汉市洪山区鲁磨路特1号,0.75,114.429279,30.550832
1536,湖北,鹤峰屏山大峡谷,1,0.7011357093665588,128.0,0.005036747700056535,湖北·恩施·鹤峰县,"110.039758,29.888779",有“东方诺亚方舟”之美称,0,湖北恩施恩施鹤峰县容美镇,0.0,110.039758,29.888779
1537,湖北,恩施地心谷景区（石门河）,4,0.7011357093665588,150.0,0.005036747700056535,湖北·恩施·建始县,"110.069681,30.650961",集“幽、险、奇、秀、古”于一体,0,湖北省建始县高坪镇,1.0,110.069681,30.650961
1538,湖北,西陵峡观光游船(峡口山庄码头),1,0.5758267677021128,150.0,0.004728375391889809,湖北·宜昌·西陵区,"111.28531,30.767849",走水路观光,0,湖北省宜昌市西陵区峡口西陵峡大峡谷景区,1.0,111.28531,30.767849
1539,湖北,葛洲坝船闸景区,1,0.7011357093665588,65.0,0.004728375391889809,湖北·宜昌,"111.297956,30.737523",万里长江映彩霞，高山峡谷千秋坝,0,湖北省宜昌市镇平路39号,0.0,111.297956,30.737523
1540,湖北,腾龙洞,5,0.7011357093665588,140.0,0.0046255846225009,湖北·恩施·利川市,"108.992579,30.335537",旅游、疗养、探险、地质考察的理想之地,0,恩施土家族苗族自治州利川市腾龙大道1号,0.0,108.992579,30.335537
1541,湖北,仙岛湖,3,1.0,100.0,0.0045227938531119906,湖北·黄石·阳新县,"114.855319,29.801472",没有一丝喧闹，置身其中，回归大自然,0,湖北省黄石市阳新县王英镇,1.0,114.855319,29.801472
1542,湖北,锦里沟,4,0.7011357093665588,58.0,0.0039060492367785377,湖北·武汉·黄陂区,"114.238967,31.279625",看樱花桃花次第盛放，感受土苗文化风情,0,湖北省武汉市黄陂区蔡店乡道士冲村,0.0,114.238967,31.279625
1543,湖北,三峡大坝,5,0.7011357093665588,80.0,0.0039060492367785377,湖北·宜昌·三峡大坝旅游区,"111.059428,30.840983",体验乘坐“水上电梯”的感受,0,湖北省宜昌市三峡坝区,0.0,111.059428,30.840983
1544,湖北,梭布垭石林,4,0.5455286796808351,96.0,0.003803258467389628,湖北·恩施,"109.582529,30.577052",自然景色迷人，植被良好，动物资源丰富,0,湖北省恩施市太阳河乡石林村,0.0,109.582529,30.577052
1545,湖北,桃源集亲子小镇,1,1.0,68.0,0.003803258467389628,湖北·武汉·汉口区,"114.35814,30.799757",桃源集亲子小镇位于武汉新十公路转盘旁，是70万方大自然儿童成长乐园，一站式“玩学游”成长体验生态圈，分为青少年科普区、自,0,武汉市解放大道延长线新十公路旁,1.0,114.35814,30.799757
1546,湖北,武汉东湖风景区,1,0.7011357093665588,30.0,0.0037004676980007195,湖北·武汉·武昌区,"114.379627,30.575498",港汊交错，碧波万顷,0,湖北省武汉市武昌区,0.75,114.379627,30.575498
1547,湖北,梭布垭,4,0.6970191197872234,98.0,0.003597676928611811,湖北·恩施·恩施市,"109.59297735758,30.551009552118","""天然氧吧""、""戴冠石林""",0,恩施市太阳河乡梭布垭村,0.75,109.59297735758,30.551009552118
1548,湖北,云龙地缝,1,0.7011357093665588,50.0,0.003597676928611811,湖北·恩施·恩施大峡谷,"109.18855,30.435737",上通天水暗河，下联莽莽清江,0,湖北省恩施市屯堡乡板桥镇恩施大峡谷七星寨景区内,0.0,109.18855,30.435737
1549,湖北,三国赤壁古战场,5,0.7011357093665588,111.8,0.0034948861592229022,湖北·咸宁·赤壁市,"113.640833,29.883452",穿越三国，感受三国赤壁的战火纷飞,0,湖北省咸宁赤壁市赤壁镇武侯巷6号,0.0,113.640833,29.883452
1550,湖北,武汉东湖磨山,5,0.7011357093665588,30.0,0.0034948861592229022,湖北·武汉·武汉东湖风景区,"114.424627,30.556117",千年灵秀地，武侠传奇城,0,湖北省武汉市洪山区磨山景区内。,0.0,114.424627,30.556117
1551,湖北,交运长江夜游,1,0.7011357093665588,74.0,0.003289304620445084,湖北·宜昌,"111.311082,30.68711",高标准、高规格,0,湖北省宜昌市沿江大道142号三峡游客中心,0.0,111.311082,30.68711
1552,湖北,木兰文化生态旅游区,1,1.0,68.0,0.2094875880145963,湖北·武汉·黄陂区,"114.388039,31.115132",避暑圣地,0,湖北武汉黄陂区境内,1.0,114.388039,31.115132
1553,湖北,三峡大坝旅游区,5,0.7011357093665588,85.0,0.11579380171660585,湖北·宜昌·夷陵区,"111.059414,30.841024",高峡出平湖,0,湖北省宜昌市夷陵区三斗坪镇,0.0,111.059414,30.841024
1554,湖北,紫薇都市田园,1,0.7011357093665588,53.4,0.056123760086344246,湖北·武汉·新洲区,"114.618851,30.820796",紫薇的世界，花的海洋,0,湖北省武汉市新洲区仓埠丰乐村特1号,1.0,114.618851,30.820796
1555,湖北,荆州小梅沙海洋馆,1,0.7011357093665588,110.0,0.04995631392300971,湖北·荆州·沙市区,"112.276649,30.361792",一个以海洋文化为主题的综合性旅游度假区,0,湖北省荆州市沙市区关沮镇318国道与天谷大道（6号路）交汇处,0.75,112.276649,30.361792
1556,湖北,东湖海洋乐园飞鸟世界,1,0.7011357093665588,88.0,0.04121909852495246,湖北·武汉·武昌区,"114.386164,30.580243",野生动物栖息繁衍的天堂,0,东湖生态旅游风景区梨园沿湖路20号,0.0,114.386164,30.580243
1557,湖北,神农顶景区,5,0.5455286796808351,0.5,0.04121909852495246,湖北·神农架,"110.278183,31.454857",森林世界葱郁秀丽，生态旅游的理想胜地,0,湖北省神农架林区神农顶,1.0,110.278183,31.454857
1558,湖北,西游记公园,4,0.7011357093665588,58.0,0.03628514159428483,湖北·随州·曾都区,"112.873166,31.624662",让你体验海岛风情，畅享水上世界,0,湖北省随州市曾都区大洪山镇温泉村,0.75,112.873166,31.624662
1559,湖北,荆州博物馆,4,0.7011357093665588,50.0,0.03525723390039574,湖北·荆州·荆州区,"112.187211,30.358897",建筑群具有民族风格，汇集馆藏文物的精华,0,湖北省荆州市荆州区荆中路134号,0.0,112.187211,30.358897
1560,湖北,野村谷郊野度假公园,1,1.0,53.9,0.02939816004522794,湖北·武汉·黄陂区,"114.469084,31.024887",,0,武汉市黄陂区王家河街长堰街火塔公路段,1.0,114.469084,31.024887
1561,湖北,185观景平台,1,0.6061248557233906,45.0,0.02919257850645012,湖北·宜昌·三峡大坝旅游区,"111.022943,30.836698",近距离的观看三峡大坝,0,湖北省宜昌市夷陵区,0.75,111.022943,30.836698
1562,湖北,金卉庄园,1,0.6667210317659457,57.8,0.024155830806393587,湖北·孝感·孝南区,"113.952764,31.017524",生态休闲旅游度假庄园,0,湖北省孝感市孝南区朋兴路朋兴乡长风村,1.0,113.952764,31.017524
1563,湖北,武落钟离山,1,0.7576152958297787,0.48,0.02096931695533741,湖北·宜昌·清江画廊,"110.997233,30.430753",为清江百岛湖中一个岛屿,0,湖北省宜昌市长阳县清江画廊景区内,0.75,110.997233,30.430753
1564,湖北,黄鹤楼,5,0.7011357093665588,64.0,0.020455363108392865,湖北·武汉·武昌区,"114.309043,30.550317",孤帆远影碧空尽，唯见长江天际流,0,武汉市武昌区蛇山西山坡特1号,0.0,114.309043,30.550317
1565,湖北,户部巷,1,0.5455286796808351,80.0,0.020249781569615048,湖北·武汉·武昌区,"114.30429,30.552322",汉味早点特色街区,0,湖北省武汉市武昌区自由路,1.0,114.30429,30.552322
1566,湖北,恩施大峡谷,5,0.5758267677021128,2.7,0.019735827722670504,湖北·恩施·恩施市,"109.201238,30.411298",有天坑，有地缝，有天生桥，有溶洞,0,湖北省恩施市西北部沐抚办事处境内,1.0,109.201238,30.411298
1567,湖北,武汉海昌极地海洋公园,4,0.7011357093665588,115.0,0.019119083106337052,湖北·武汉·东西湖区,"114.285587,30.669357",极地海洋主题公园，不一样的极地世界,0,湖北省武汉市东西湖区金银潭大道96号,0.0,114.285587,30.669357
1568,湖北,中国唐城,1,0.7011357093665588,79.9,0.018913501567559235,湖北·襄阳·襄城区,"112.186472,31.992565",一枕春梦，浪漫唐城,0,湖北省襄阳市襄城区向阳路十家庙村4组,0.0,112.186472,31.992565
1569,湖北,木兰草原,5,0.7011357093665588,65.0,0.018810710798170326,湖北·武汉·黄陂区,"114.469899,30.967081",原滋原味的蒙古风情,0,湖北省武汉市黄陂区王家河镇聂家岗,0.0,114.469899,30.967081
1570,湖北,武汉欢乐谷,4,0.7011357093665588,100.0,0.016754895410392146,湖北·武汉·青山区,"114.400312,30.599848",华中城市旅游新名片,0,湖北省武汉市青山区欢乐大道196号,0.0,114.400312,30.599848
1571,湖北,武汉花博汇,1,0.7011357093665588,53.4,0.016035360024669786,湖北·武汉·汉阳区,"114.085172,30.494344",一所老屋，一段故事，一种悠哉的慢生活,0,武汉市蔡甸区大集街道知音湖大道天星村1号,0.0,114.085172,30.494344
1572,湖北,武当山,5,0.7011357093665588,230.0,0.015829778485891968,湖北·十堰·丹江口市,"111.102943,32.511746",一座历史悠久的仙山，武当拳的发源地,0,湖北省十堰市丹江口市武当山景区,0.0,111.102943,32.511746
1573,湖北,湖北省博物馆,4,0.7011357093665588,10.0,0.014082335406280516,湖北·武汉·武汉东湖风景区,"114.371479,30.568385",地方博物馆，文物众多，具有地方特色,0,湖北省武汉市武昌区东湖路156号,0.0,114.371479,30.568385
1574,湖北,三峡人家,5,0.5455286796808351,200.0,0.013157218481780336,湖北·宜昌·夷陵区,"111.170932,30.805222",三峡风光，巴风楚韵,0,宜昌市夷陵区峡州路5号,0.5,111.170932,30.805222
1575,湖北,龟峰山,4,0.7011357093665588,150.0,0.011615356940946703,湖北·黄冈·麻城市,"115.248695,31.0979",麻城杜鹃令人眼界大开，堪称世界奇迹,0,湖北省黄冈麻城市龟峰山村,0.0,115.248695,31.0979
1576,湖北,荆州方特东方神画,1,0.5758267677021128,275.0,0.01099861232461325,湖北·荆州,"112.247143,30.395168",荆州方特东方神画以中华历史文化传承为主题，融合了荆楚文化特色，将激光多媒体、立体特效、微缩实景、真人秀等表现手法与中华传,0,荆州市纪南文化旅游区方特路1号,1.0,112.247143,30.395168
1577,湖北,云雾山,5,1.0,67.0,0.01099861232461325,湖北·武汉·黄陂区,"114.220245,31.130991",中国野生杜鹃花的荟萃地，堪称华中一绝,0,湖北省武汉市黄陂区泡桐店境内,1.0,114.220245,31.130991
1578,湖北,木兰天池,5,0.5758267677021128,52.5,0.010176286169501978,湖北·武汉·黄陂区,"114.291652,31.183832",游览浪漫山水，高峡人家和森林公园,0,湖北省武汉市黄陂区木兰天池游客中心,0.5,114.291652,31.183832
1579,湖北,七星寨,1,0.6364229437446681,50.0,0.009765123091946343,湖北·恩施·恩施大峡谷,"109.18855,30.435737",包括多种地质景观，是清江大断裂景观精华,0,湖北省恩施市屯堡乡板桥镇,1.0,109.18855,30.435737
1580,湖北,知音号,1,0.8182114718723342,218.0,0.009559541553168526,湖北·武汉·汉口区,"114.317606,30.602395",登上大型轮船，观看触及心灵的武汉故事,0,湖北武汉市汉口江滩四唯路和五福路之间,0.75,114.317606,30.602395
1581,湖北,武汉两江游览,1,0.5455286796808351,106.9,0.009251169245001798,湖北·武汉·江岸区,"114.311407,30.595811",美得让人无法呼吸,0,湖北省武汉市江岸区沿江大道,0.75,114.311407,30.595811
1582,湖北,武汉园博园（武汉自然博物馆）,1,0.8182114718723342,19.9,0.0030837230816672667,湖北·武汉·东西湖区,"114.221972,30.632838",生态园博，绿色生活,0,湖北省武汉市东西湖区金南二路8号,0.75,114.221972,30.632838
1583,湖北,阳新天空之城,1,1.0,185.0,0.0030837230816672667,湖北·黄石·仙岛湖,"114.839727,29.808695",真实体验“会当临绝顶，一览众山小”,0,湖北省黄石市阳新县王英镇境内,0.75,114.839727,29.808695
1584,湖北,武汉野生动物王国,1,0.7011357093665588,88.0,0.00277535077350054,湖北·武汉·蔡甸区,"113.95235,30.56542",武汉野生动物王国，位于蔡甸区西湖环抱、风景秀美的乌梅山，拥有天然独特的山水资源，占地面积约2250亩，三期总投资15亿元,0,湖北省武汉市蔡甸区张湾街乌梅山特一号,0.0,113.95235,30.56542
1585,湖北,武汉佛罗伦萨小镇,1,0.5758267677021128,29.9,0.00277535077350054,湖北·鄂州·葛店经济开发区,"114.665231,30.492883",“佛罗伦萨小镇—武汉名品奥特莱斯”精致的意式设计、浪漫的异国情怀、多样的品牌选择、诱人的高额折扣及完善的客户服务将使其成,0,湖北省鄂州市葛店经济技术开发区 （高新大道光谷东葛店南站旁),0.75,114.665231,30.492883
1586,湖北,东湖海洋世界,3,0.7011357093665588,88.0,0.00277535077350054,湖北·武汉·武昌区,"114.386882,30.579718",玩转热带雨林，海底隧道,0,湖北省武汉市武昌区沿湖大道20号（东湖梨园旁）,0.0,114.386882,30.579718
1587,湖北,两坝一峡,1,0.6667210317659457,188.0,0.002672560004111631,湖北·宜昌·伍家岗,"111.298844,30.738562",保持原汁原味的长江三峡峡谷风光风貌,0,湖北省宜昌市伍家岗区沿江大道142号三峡游客中心,0.75,111.298844,30.738562
1588,湖北,清江画廊,5,0.7011357093665588,85.0,0.0025697692347227217,湖北·宜昌·长阳县,"111.146829,30.469896",无法抗拒的山清水秀，谁来谁说好,0,湖北省宜昌市长阳县龙舟坪镇晒鼓坪村,0.0,111.146829,30.469896
1589,湖北,古隆中,5,1.0,82.0,0.0025697692347227217,湖北·襄阳·襄城区,"112.041845,31.99698",诸葛亮“躬耕陇亩”，刘备“三顾茅庐”之地,0,湖北省襄阳襄城区隆中路461号,0.75,112.041845,31.99698
1590,湖北,晴川阁,3,0.7011357093665588,459.0,0.002466978465333813,湖北·武汉·汉阳区,"114.291152,30.5614",有“楚四名楼”之誉,0,武汉市汉阳区洗马长街86号,0.0,114.291152,30.5614
1591,湖北,神农架国际生态旅游区,5,0.7011357093665588,180.0,0.002466978465333813,湖北·神农架,"110.409188,31.458971",神农架有野人吗？一起来探寻吧,0,湖北省直辖县级行政单位神农架林区,0.75,110.409188,31.458971
1592,湖北,恩施土司城,4,0.7011357093665588,38.0,0.002466978465333813,湖北·恩施·恩施市,"109.478573,30.307085",一座土家族土司文化标志性工程,0,湖北省恩施市土司路138号,0.75,109.478573,30.307085
1593,湖北,三峡大瀑布,4,0.7011357093665588,70.0,0.0023641876959449044,湖北·宜昌·夷陵区,"111.330549,30.930427",天然瀑布群和峡谷丛林风光,0,湖北省宜昌市夷陵区黄花乡黄花场村,0.0,111.330549,30.930427
1594,湖北,明显陵,4,0.5758267677021128,60.0,0.0023641876959449044,湖北·荆门·钟祥市,"112.638341,31.209101",规划布局与建筑手法具有其独特之处,0,湖北省荆门钟祥市,0.0,112.638341,31.209101
1595,湖北,黄石国家矿山公园,4,0.7011357093665588,32.0,0.0020558153877781775,湖北·黄石·铁山区,"114.918659,30.214376",三国时孙权在这里炼造兵器,0,湖北省黄石市铁山区张之洞大道8号,0.0,114.918659,30.214376
1596,湖北,清江明珠-蝴蝶岩景区,1,0.5455286796808351,50.0,0.0019530246183892686,湖北·恩施·建始县,"109.988154,30.363699",?清江明珠-蝴蝶岩景区是清江水布垭库区87公里航段上仅有的上岸观光、体验、休闲功能的悬崖洞穴景区。蝴蝶岩景区内设玻璃餐厅,0,恩施市建始县清江大峡谷,0.75,109.988154,30.363699
1597,湖北,西陵峡风景名胜区,4,0.9091057359361671,33.0,0.014904661561391787,湖北·宜昌·西陵区,"111.282146,30.770684",山水画廊，巴楚风韵,0,湖北省宜昌市西陵区西陵峡口,0.0,111.282146,30.770684
1598,湖北,狮子关旅游区,1,1.0,106.0,0.014904661561391787,湖北·恩施·宣恩,"109.552123,29.981",鸳鸯双峡书奇景，十里画廊梦中游,0,湖北省恩施州宣恩县珠山镇封口坝村三组,0.0,109.552123,29.981
1599,湖北,漳河风景区,4,0.7011357093665588,17.4,0.01459628925322506,湖北·荆门·东宝区,"112.087757,30.965548",水域宽阔，烟波浩瀚，湖光山色，风景如画,0,湖北荆门漳河镇漳河管理局,0.0,112.087757,30.965548
1600,湖北,木兰水镇,1,0.7576152958297787,55.0,0.014287916945058335,湖北·武汉·黄陂区,"114.435205,30.965438",以军事主题为风格的旅游景区,0,武汉市黄陂区王家河街前王线与火塔线交汇处,0.75,114.435205,30.965438
1601,湖北,荆州古城,4,1.0,32.0,0.014082335406280516,湖北·荆州·荆州区,"112.222609,30.354815",历史古城，风貌犹存，建筑壮观，异彩纷呈,0,湖北省荆州市荆州区张居正街2号,0.75,112.222609,30.354815
1602,湖北,金龙水寨旅游景区,1,0.6970191197872234,48.0,0.013362800020558153,湖北·武汉·蔡甸区,"113.939687,30.554446",自然营造出一种独特的水生湿地环境,0,湖北武汉市蔡甸区索河镇龚家渡金龙湖畔,0.75,113.939687,30.554446
1603,湖北,咸宁万豪温泉谷,4,1.0,99.0,0.013157218481780336,湖北·咸宁·咸安区,"114.327315,29.824787",距离武汉1小时，长沙2小时,0,湖北省咸宁市咸安区温泉月亮湾路特1号,1.0,114.327315,29.824787
1604,湖北,三峡森林动物园,4,0.5455286796808351,44.0,0.013054427712391427,湖北·宜昌·夷陵区,"111.466277,30.653384",带上熊孩子享受回归大自然的快乐,0,湖北省宜昌市夷陵区土门金银岗,0.0,111.466277,30.653384
1605,湖北,红巷码头,1,0.5758267677021128,106.9,0.012232101557280156,湖北·武汉·武昌区,"114.304118,30.560004",赏江汉自然风光，细品千年荆楚文化,0,湖北省武汉市武昌区临江大道红巷码头(武昌区房地产交易中心对面),0.75,114.304118,30.560004
1606,湖北,大九湖,1,0.8182114718723342,70.0,0.01192372924911343,湖北·神农架·神农架国际生态旅游区,"110.015544,31.478558",自然风光旖旎，被誉为“湖北的呼伦贝尔”,0,湖北省神农架市神农顶,1.0,110.015544,31.478558
1607,湖北,倒影峡,1,0.6061248557233906,0.48,0.010176286169501978,湖北·宜昌·清江画廊,"111.146757,30.470381",峡内水静谷幽，山峰陡峭，处处皆画,0,湖北省宜昌市长阳县晒鼓坪村清江画廊景区内,0.0,111.146757,30.470381
1608,湖北,武汉市博物馆,4,0.7011357093665588,1.4,0.01007349540011307,湖北·武汉·江汉区,"114.263081,30.617735",集东方文化的典雅与现代化功能于一体,0,湖北省武汉市江汉区青年路373号,0.0,114.263081,30.617735
1609,湖南,天子山,1,0.7011357093665588,68.0,0.009662332322557435,湖南·张家界·张家界国家森林公园,"110.4827368,29.3823697247",石峰嶙峋，云雾缭绕，武陵源四风景之一,0,湖南省张家界市武陵源风景名胜区西北部,0.0,110.4827368,29.3823697247
1610,湖南,武陵源风景名胜区,1,0.7011357093665588,12.0,0.009662332322557435,湖南·张家界·武陵源区,"110.487843,29.3416",世界自然遗产，张家界核心景区,0,湖南省张家界市武陵源区,0.0,110.487843,29.3416
1611,湖南,张家界大峡谷玻璃桥,1,0.7011357093665588,219.0,0.009045587706223981,湖南·张家界·张家界大峡谷,"110.707728,29.401278",大峡谷两侧的峰顶上，横跨大峡谷,0,湖南省张家界市慈利县三官寺乡张家界大峡谷景区内,0.0,110.707728,29.401278
1612,湖南,黄龙洞,4,0.6061248557233906,99.0,0.008634424628668346,湖南·张家界·武陵源区,"110.62123,29.368648",石柱、石幔、石花、石瀑，无奇不有异彩纷呈,0,湖南省张家界市武陵源区索溪峪镇河口村,0.0,110.62123,29.368648
1613,湖南,凤凰古城,4,0.7011357093665588,38.0,0.007914889242945984,湖南·湘西·凤凰县,"109.607088,27.953295",邂逅数个人，偶遇一座城,0,湖南省湘西土家族苗族自治州凤凰县凤凰古城,0.0,109.607088,27.953295
1614,湖南,宝峰湖,4,0.9697019119787226,99.0,0.007195353857223622,湖南·张家界·武陵源区,"110.555757,29.334412",高峡平湖，风光旖旎，是山水风景杰作,0,湖南省张家界市武陵源区索溪镇宝峰路8号,0.0,110.555757,29.334412
1615,湖南,衡山风景区,5,0.7011357093665588,80.0,0.007092563087834713,湖南·衡阳·南岳区,"112.726461,27.257664",华山如立，嵩山如卧，惟有南岳衡山独如飞,0,湖南省衡阳市南岳区,0.0,112.726461,27.257664
1616,湖南,芙蓉镇,1,0.7011357093665588,68.0,0.006681400010279077,湖南·湘西·永顺县,"109.95547,28.751383",醉人王村，夜色芙蓉初上浓妆,0,湘西土家族苗族自治州永顺县,0.0,109.95547,28.751383
1617,湖南,长沙世界之窗,4,0.7011357093665588,99.9,0.006578609240890168,湖南·长沙·开福区,"113.058971,28.24039",将刺激的游乐项目和各国的历史遗迹融为一体,0,湖南省长沙市开福区三一大道485号(靠近湖南广电),0.0,113.058971,28.24039
1618,湖南,韶山滴水洞,5,0.7011357093665588,38.0,0.006475818471501259,湖南·湘潭·韶山市,"112.478221,27.925611",三湘灵秀地，洞中别有天,0,湖南省湘潭韶山市冲故园路16号,0.0,112.478221,27.925611
1619,湖南,袁家界风景区,1,0.5758267677021128,2.7,0.005653492316389988,湖南·张家界·张家界国家森林公园,"110.54340512,29.2394061761",依岩峰山峦，面临幽谷群峰，景色幽致,0,湖南省张家界市武陵源区张家界国家森林公园内,0.0,110.54340512,29.2394061761
1620,湖南,新华联铜官窑古镇,1,0.7011357093665588,160.0,0.005242329238834353,湖南·长沙,"112.835568,28.425474",世界釉下彩瓷的发源地,0,长沙市望城区铜官街道彩陶源村,0.0,112.835568,28.425474
